key,article_id,cited_by_id,scientificName,distance_to_terminus,article_node_name,Peer_reviewed_source,in_support,evidence_type_synthetic,has_data,of_quality,source_year
Sternula nereis (Doherty et al. 2016) core source_claim,(Ferreira et al. 2005)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Sternula nereis,1,(Ferreira et al. 2005),"",Not relevant,No claim,"",no,2014
Sternula nereis (Doherty et al. 2016) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Sternula nereis,1,(Taylor 2000),"",Not relevant,No claim,"",no,2014
Sternula nereis (Doherty et al. 2016) core source_claim,(Wilson & Hansen 2005)_EXCLUDE_1_Does not test claim_NA_NA,(Doherty et al. 2016) core source_claim,Sternula nereis,1,(Wilson & Hansen 2005),"",Not relevant,Does not test claim,"",no,2014
Sternula nereis (Garnett & Baker 2021) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sternula nereis,(Garnett & Baker 2021) core source_claim,Sternula nereis,1,NOTHING NA Sternula nereis,"",Not relevant,No citation given,"",no,2020
Sternula nereis (IUCN 2025) core source_claim,(Dunlop 2018)_EXCLUDE_0_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sternula nereis,1,(Dunlop 2018),"",Not relevant,Opinion claim,"",no,2017
Sternula nereis (IUCN 2025) core source_claim,(Lacey & O'Brien 2015)_EXCLUDE_1_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sternula nereis,1,(Lacey & O'Brien 2015),1,Not relevant,Inaccessible,"",no,2017
Sternula nereis Web of Science_Systematic external review,(Greenwell et al. 2019)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Sternula nereis,1,(Greenwell et al. 2019),"",Yes,Predation in support without data,no,no,2025
Strigops habroptilus (IUCN 2025) core source_claim,(Clout & Merton 1998)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Strigops habroptilus,1,(Clout & Merton 1998),"",Yes,Predation in support without data,no,no,2017
Strigops habroptilus (Medina et al. 2011) core source_claim,(BirdLife International 2000)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Strigops habroptilus,1,(BirdLife International 2000),0,Not relevant,Inaccessible,"",no,2009
Strigops habroptilus Opportunistic_Systematic external review,(Best & Powlesland 1985)_EXCLUDE_0_Inaccessible_NA_NA,Opportunistic_Systematic external review,Strigops habroptilus,1,(Best & Powlesland 1985),0,Not relevant,Inaccessible,"",no,2025
Strigops habroptilus Opportunistic_Systematic external review,(Butler 1989)_EXCLUDE_0_Inaccessible_NA_NA,Opportunistic_Systematic external review,Strigops habroptilus,1,(Butler 1989),0,Not relevant,Inaccessible,"",no,2025
Strigops habroptilus Opportunistic_Systematic external review,(Karl & Best 1982)_INCLUDE_NA_Predation in support_no_no,Opportunistic_Systematic external review,Strigops habroptilus,1,(Karl & Best 1982),"",Yes,Predation in support without data,no,no,2025
Strigops habroptilus Opportunistic_Systematic external review,(Moorhouse & Powlesland 1991)_INCLUDE_NA_Predation in support_no_no,Opportunistic_Systematic external review,Strigops habroptilus,1,(Moorhouse & Powlesland 1991),"",Yes,Predation in support without data,no,no,2025
Strigops habroptilus Web of Science_Systematic external review,(Powlesland et al. 1995)_INCLUDE_NA_Predation in support_no_no,Web of Science_Systematic external review,Strigops habroptilus,1,(Powlesland et al. 1995),"",Yes,Predation in support without data,no,no,2025
Sylvilagus dicei (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Sylvilagus dicei,(IUCN 2025) core source_claim,Sylvilagus dicei,1,NOTHING NA Sylvilagus dicei,"",Not relevant,No citation given,"",no,2015
Sylvilagus mansuetus (Doherty et al. 2016) core source_claim,(Bonnaud et al. 2010a)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Sylvilagus mansuetus,1,(Bonnaud et al. 2010a),"",Yes,Predation in support without data,no,no,2014
Sylvilagus mansuetus (Doherty et al. 2016) core source_claim,(Lorenzo et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Sylvilagus mansuetus,1,(Lorenzo et al. 2011),"",Not relevant,Opinion claim,"",no,2014
Sylvilagus mansuetus (IUCN 2025) core source_claim,(Espinosa-Gayosso & Álvarez-Castañeda 2006)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Sylvilagus mansuetus,1,(Espinosa-Gayosso & Álvarez-Castañeda 2006),"",Yes,Predation in support without data,no,no,2015
Sylvilagus mansuetus (IUCN 2025) core source_claim,(Lorenzo et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sylvilagus mansuetus,1,(Lorenzo et al. 2011),"",Not relevant,Opinion claim,"",no,2015
Sylvilagus mansuetus (IUCN 2025) core source_claim,(Lorenzo et al. 2014)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sylvilagus mansuetus,1,(Lorenzo et al. 2014),0,Not relevant,Inaccessible,"",no,2015
Sylvilagus mansuetus (IUCN 2025) core source_claim,(Lorenzo et al. 2015)_EXCLUDE_1_Opinion claim_NA_NA,(IUCN 2025) core source_claim,Sylvilagus mansuetus,1,(Lorenzo et al. 2015),"",Not relevant,Opinion claim,"",no,2015
Sylvilagus mansuetus (IUCN 2025) core source_claim,(Lorenzo et al. 2018a)_EXCLUDE_?_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sylvilagus mansuetus,1,(Lorenzo et al. 2018a),?,Not relevant,Inaccessible,"",no,2015
Sylvilagus mansuetus (IUCN 2025) core source_claim,(Lorenzo et al. 2018b)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Sylvilagus mansuetus,1,(Lorenzo et al. 2018b),0,Not relevant,Inaccessible,"",no,2015
Sylvilagus mansuetus Web of Science_Systematic external review,(Lorenzo et al. 2011)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Sylvilagus mansuetus,1,(Lorenzo et al. 2011),"",Not relevant,Opinion claim,"",no,2025
Synthliboramphus craveri (Doherty et al. 2016) core source_claim,(DeWeese & Anderson 1976)_INCLUDE_NA_Predation not in support_no_no,(Doherty et al. 2016) core source_claim,Synthliboramphus craveri,1,(DeWeese & Anderson 1976),"",No,Predation not in support without data,no,no,2014
Synthliboramphus craveri (IUCN 2025) core source_claim,(Aguirre-Muñoz et al. 2018)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus craveri,1,(Aguirre-Muñoz et al. 2018),"",Not relevant,No claim,"",no,2019
Synthliboramphus craveri (IUCN 2025) core source_claim,(BirdLife International 2000)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus craveri,2,(BirdLife International 2000),0,Not relevant,Inaccessible,"",no,2019
Synthliboramphus craveri (IUCN 2025) core source_claim,(DeWeese & Anderson 1976)_INCLUDE_NA_Predation not in support_no_no,(IUCN 2025) core source_claim,Synthliboramphus craveri,2,(DeWeese & Anderson 1976),"",No,Predation not in support without data,no,no,2019
Synthliboramphus craveri (IUCN 2025) core source_claim,(Mellink 2002)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus craveri,2,(Mellink 2002),"",Not relevant,No claim,"",no,2019
Synthliboramphus craveri Web of Science_Systematic external review,(Whitworth et al. 2021)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Synthliboramphus craveri,1,(Whitworth et al. 2021),"",Not relevant,No claim,"",no,2025
Synthliboramphus hypoleucus (Campolina et al. 2024) core source_claim,(McChesney & Tershy 1998)_INCLUDE_NA_Predation in support_no_no,(Campolina et al. 2024) core source_claim,Synthliboramphus hypoleucus,1,(McChesney & Tershy 1998),"",Yes,Predation in support without data,no,no,2021
Synthliboramphus hypoleucus (Campolina et al. 2024) core source_claim,(Sumner & Bond 1939)_EXCLUDE_0_Inaccessible_NA_NA,(Campolina et al. 2024) core source_claim,Synthliboramphus hypoleucus,2,(Sumner & Bond 1939),0,Not relevant,Inaccessible,"",no,2021
Synthliboramphus hypoleucus (Doherty et al. 2016) core source_claim,(Howell 1912)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus hypoleucus,3,(Howell 1912),"",Not relevant,No claim,"",no,2014
Synthliboramphus hypoleucus (Doherty et al. 2016) core source_claim,(Keitt 2005)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Synthliboramphus hypoleucus,1,(Keitt 2005),"",Yes,Predation in support without data,no,no,2014
Synthliboramphus hypoleucus (Doherty et al. 2016) core source_claim,(McChesney & Tershy 1998)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Synthliboramphus hypoleucus,1,(McChesney & Tershy 1998),"",Yes,Predation in support without data,no,no,2014
Synthliboramphus hypoleucus (Doherty et al. 2016) core source_claim,(Sumner & Bond 1939)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus hypoleucus,2,(Sumner & Bond 1939),0,Not relevant,Inaccessible,"",no,2014
Synthliboramphus hypoleucus (Doherty et al. 2016) core source_claim,(Van Denburgh 1924)_INCLUDE_NA_Predation in support_no_no,(Doherty et al. 2016) core source_claim,Synthliboramphus hypoleucus,3,(Van Denburgh 1924),"",Yes,Predation in support without data,no,no,2014
Synthliboramphus hypoleucus (IUCN 2025) core source_claim,(Howell 1912)_EXCLUDE_1_No claim_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus hypoleucus,3,(Howell 1912),"",Not relevant,No claim,"",no,2017
Synthliboramphus hypoleucus (IUCN 2025) core source_claim,(Keitt 2005)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Synthliboramphus hypoleucus,1,(Keitt 2005),"",Yes,Predation in support without data,no,no,2017
Synthliboramphus hypoleucus (IUCN 2025) core source_claim,(Van Denburgh 1924)_INCLUDE_NA_Predation in support_no_no,(IUCN 2025) core source_claim,Synthliboramphus hypoleucus,3,(Van Denburgh 1924),"",Yes,Predation in support without data,no,no,2017
Synthliboramphus hypoleucus (IUCN 2025) core source_claim,B. Tershy in litt. 2007_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus hypoleucus,1,B. Tershy in litt. 2007,0,Not relevant,Inaccessible,"",no,2017
Synthliboramphus hypoleucus (Medina et al. 2011) core source_claim,(McChesney & Tershy 1998)_INCLUDE_NA_Predation in support_no_no,(Medina et al. 2011) core source_claim,Synthliboramphus hypoleucus,1,(McChesney & Tershy 1998),"",Yes,Predation in support without data,no,no,2009
Synthliboramphus hypoleucus (Medina et al. 2011) core source_claim,(Sumner & Bond 1939)_EXCLUDE_0_Inaccessible_NA_NA,(Medina et al. 2011) core source_claim,Synthliboramphus hypoleucus,2,(Sumner & Bond 1939),0,Not relevant,Inaccessible,"",no,2009
Synthliboramphus hypoleucus Web of Science_Systematic external review,(Whitworth et al. 2021)_EXCLUDE_1_Opinion claim_NA_NA,Web of Science_Systematic external review,Synthliboramphus hypoleucus,1,(Whitworth et al. 2021),"",Not relevant,Opinion claim,"",no,2025
Synthliboramphus scrippsi (Doherty et al. 2016) core source_claim,(Drost & Lewis 1995)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus scrippsi,2,(Drost & Lewis 1995),0,Not relevant,Inaccessible,"",no,2014
Synthliboramphus scrippsi (Doherty et al. 2016) core source_claim,(Jehl & SI 1975)_EXCLUDE_?_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus scrippsi,2,(Jehl & SI 1975),"",Not relevant,No claim,"",no,2014
Synthliboramphus scrippsi (Doherty et al. 2016) core source_claim,(Keitt 2005)_EXCLUDE_1_No claim_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus scrippsi,1,(Keitt 2005),"",Not relevant,No claim,"",no,2014
Synthliboramphus scrippsi (IUCN 2025) core source_claim,(Drost & Lewis 1995)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus scrippsi,1,(Drost & Lewis 1995),0,Not relevant,Inaccessible,"",no,2019
Synthliboramphus scrippsi (IUCN 2025) core source_claim,(Jehl & SI 1975)_EXCLUDE_?_No claim_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus scrippsi,1,(Jehl & SI 1975),"",Not relevant,No claim,"",no,2019
Synthliboramphus scrippsi Web of Science_Systematic external review,(Jehl & SI 1975)_EXCLUDE_?_No claim_NA_NA,Web of Science_Systematic external review,Synthliboramphus scrippsi,2,(Jehl & SI 1975),"",Not relevant,No claim,"",no,2025
Synthliboramphus scrippsi Web of Science_Systematic external review,(Keitt 2005)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Synthliboramphus scrippsi,2,(Keitt 2005),"",Not relevant,No claim,"",no,2025
Synthliboramphus scrippsi Web of Science_Systematic external review,(McChesney & Tershy 1998)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Synthliboramphus scrippsi,2,(McChesney & Tershy 1998),"",Not relevant,No claim,"",no,2025
Synthliboramphus scrippsi Web of Science_Systematic external review,(Van Denburgh 1924)_EXCLUDE_1_No claim_NA_NA,Web of Science_Systematic external review,Synthliboramphus scrippsi,2,(Van Denburgh 1924),"",Not relevant,No claim,"",no,2025
Synthliboramphus scrippsi Web of Science_Systematic external review,(Whitworth et al. 2018)_INCLUDE_NA_Predation not in support_no_no,Web of Science_Systematic external review,Synthliboramphus scrippsi,1,(Whitworth et al. 2018),"",No,Predation not in support without data,no,no,2025
Synthliboramphus wumizusume (Doherty et al. 2016) core source_claim,(Hasegawa et al. 2002)_EXCLUDE_1_Opinion claim_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus wumizusume,1,(Hasegawa et al. 2002),"",Not relevant,Opinion claim,"",no,2014
Synthliboramphus wumizusume (Doherty et al. 2016) core source_claim,K. Otsuki pers comm. 2015_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus wumizusume,2,K. Otsuki pers comm. 2015,0,Not relevant,Inaccessible,"",no,2014
Synthliboramphus wumizusume (Doherty et al. 2016) core source_claim,S. Chan pers. comm. 2015_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Synthliboramphus wumizusume,2,S. Chan pers. comm. 2015,0,Not relevant,Inaccessible,"",no,2014
Synthliboramphus wumizusume (IUCN 2025) core source_claim,K. Otsuki pers comm. 2015_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus wumizusume,1,K. Otsuki pers comm. 2015,0,Not relevant,Inaccessible,"",no,2017
Synthliboramphus wumizusume (IUCN 2025) core source_claim,S. Chan pers. comm. 2015_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Synthliboramphus wumizusume,1,S. Chan pers. comm. 2015,0,Not relevant,Inaccessible,"",no,2017
Syrmaticus soemmerringii (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Syrmaticus soemmerringii,(IUCN 2025) core source_claim,Syrmaticus soemmerringii,1,NOTHING NA Syrmaticus soemmerringii,"",Not relevant,No citation given,"",no,2015
Tarentola raziana (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarentola raziana,(IUCN 2025) core source_claim,Tarentola raziana,1,NOTHING NA Tarentola raziana,"",Not relevant,No citation given,"",no,2011
Tarsius dentatus (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius dentatus,(Doherty et al. 2016) core source_claim,Tarsius dentatus,2,NOTHING NA Tarsius dentatus,"",Not relevant,No citation given,"",no,2014
Tarsius dentatus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius dentatus,(IUCN 2025) core source_claim,Tarsius dentatus,1,NOTHING NA Tarsius dentatus,"",Not relevant,No citation given,"",no,2014
Tarsius fuscus (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius fuscus,(IUCN 2025) core source_claim,Tarsius fuscus,1,NOTHING NA Tarsius fuscus,"",Not relevant,No citation given,"",no,2019
Tarsius niemitzi (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius niemitzi,(IUCN 2025) core source_claim,Tarsius niemitzi,1,NOTHING NA Tarsius niemitzi,"",Not relevant,No citation given,"",no,2019
Tarsius pelengensis (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius pelengensis,(Doherty et al. 2016) core source_claim,Tarsius pelengensis,2,NOTHING NA Tarsius pelengensis,"",Not relevant,No citation given,"",no,2014
Tarsius pelengensis (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius pelengensis,(IUCN 2025) core source_claim,Tarsius pelengensis,1,NOTHING NA Tarsius pelengensis,"",Not relevant,No citation given,"",no,2014
Tarsius spectrumgurskyae (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius spectrumgurskyae,(IUCN 2025) core source_claim,Tarsius spectrumgurskyae,1,NOTHING NA Tarsius spectrumgurskyae,"",Not relevant,No citation given,"",no,2019
Tarsius supriatnai (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius supriatnai,(IUCN 2025) core source_claim,Tarsius supriatnai,1,NOTHING NA Tarsius supriatnai,"",Not relevant,No citation given,"",no,2019
Tarsius tarsier (Doherty et al. 2016) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius tarsier,(Doherty et al. 2016) core source_claim,Tarsius tarsier,2,NOTHING NA Tarsius tarsier,"",Not relevant,No citation given,"",no,2014
Tarsius tarsier (IUCN 2025) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Tarsius tarsier,(IUCN 2025) core source_claim,Tarsius tarsier,1,NOTHING NA Tarsius tarsier,"",Not relevant,No citation given,"",no,2014
Thalassarche steadi (Garnett & Baker 2021) core source_claim,(Croxall & Gales 1998)_EXCLUDE_0_Inaccessible_NA_NA,(Garnett & Baker 2021) core source_claim,Thalassarche steadi,2,(Croxall & Gales 1998),0,Not relevant,Inaccessible,"",no,2020
Thalassarche steadi (Garnett & Baker 2021) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,(Garnett & Baker 2021) core source_claim,Thalassarche steadi,2,(Taylor 2000),"",Not relevant,No claim,"",no,2020
Thalassarche steadi (Garnett & Baker 2021) core source_claim,(Thompson et al. 2007)_EXCLUDE_0_Inaccessible_NA_NA,(Garnett & Baker 2021) core source_claim,Thalassarche steadi,2,(Thompson et al. 2007),0,Not relevant,Inaccessible,"",no,2020
Thalassarche steadi (Garnett et al. 2011) core source_claim,NOTHING_EXCLUDE_NA_No citation given_NA_NA Thalassarche steadi,(Garnett et al. 2011) core source_claim,Thalassarche steadi,1,NOTHING NA Thalassarche steadi,"",Not relevant,No citation given,"",no,2010
Thalassarche steadi (IUCN 2025) core source_claim,(Croxall & Gales 1998)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Thalassarche steadi,1,(Croxall & Gales 1998),0,Not relevant,Inaccessible,"",no,2017
Thalassarche steadi (IUCN 2025) core source_claim,(Taylor 2000)_EXCLUDE_0_No claim_NA_NA,(IUCN 2025) core source_claim,Thalassarche steadi,1,(Taylor 2000),"",Not relevant,No claim,"",no,2017
Thalassarche steadi (IUCN 2025) core source_claim,(Thompson et al. 2007)_EXCLUDE_0_Inaccessible_NA_NA,(IUCN 2025) core source_claim,Thalassarche steadi,1,(Thompson et al. 2007),0,Not relevant,Inaccessible,"",no,2017
Thamnophis gigas (Doherty et al. 2016) core source_claim,(USFWS 1993)_EXCLUDE_0_Inaccessible_NA_NA,(Doherty et al. 2016) core source_claim,Thamnophis gigas,1,(USFWS 1993),0,Not relevant,Inaccessible,"",no,2014
